EngineType;CarNr;CarMake;CarModel;TD-GenartNr;TD-GenartDesc;K24-Kategorie;TD-ArtNr;PDM-ArtID;K24Number;Manufacturer;TD-ManufacturerNr
Mild Hybrid;141614;AUDI;A7 Sportback (4KA);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;141615;AUDI;A7 Sportback (4KA);1373;Türgriff;Schließanlage;317 18 063 01 11;4701336;NULL;OES;2728
Mild Hybrid;141615;AUDI;A7 Sportback (4KA);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141618;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141619;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141620;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141621;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141622;AUDI;A5 Cabriolet (F57, F5E);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141623;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141623;AUDI;A5 (F53, F5P);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141623;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141623;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141624;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141624;AUDI;A5 (F53, F5P);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141624;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141624;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141625;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141625;AUDI;A5 (F53, F5P);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141625;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141625;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141626;AUDI;A5 (F53, F5P);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141626;AUDI;A5 (F53, F5P);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141626;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141626;AUDI;A5 (F53, F5P);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-0045;4689855;NULL;ASU;442
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-5045;4691764;NULL;ASU;442
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7778;4685536;NULL;FLI;407
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7779;4685537;NULL;FLI;407
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7780;4685538;NULL;FLI;407
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7781;4685539;NULL;FLI;407
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7782;4685540;NULL;FLI;407
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;FCA7783;4685541;NULL;FLI;407
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;JTC2785;4685232;NULL;TRW;161
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;JTC2786;4685233;NULL;TRW;161
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);293;Kennzeichenleuchte;Beleuchtung;L03-210-0005LED;4683137;NULL;ABK;4657
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314205;4701504;NULL;MEZ;94
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314206;4701505;NULL;MEZ;94
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314207;4701506;NULL;MEZ;94
Mild Hybrid;141627;AUDI;A5 Sportback (F5A, F5F);1361;Türschloss;Schließanlage;2314208;4701507;NULL;MEZ;94
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-0045;4689855;NULL;ASU;442
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);215;Fußmattensatz;Innenausstattung;PAL18-5045;4691764;NULL;ASU;442
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7778;4684934;NULL;B+B;475
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7779;4684935;NULL;B+B;475
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7780;4684936;NULL;B+B;475
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7781;4684937;NULL;B+B;475
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7782;4684938;NULL;B+B;475
Mild Hybrid;141628;AUDI;A5 Sportback (F5A, F5F);273;Lenker, Radaufhängung;Radaufhängung;BCA7783;4684939;NULL;B+B;475
